"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2021,28,"Natural","Projected","SierraCarboneraY5",12,5,-0.882389180198474,-0.160699414779551
2022,28,"Natural","Projected","SierraCarboneraY5",7,5,-0.538996500732687,-0.167099619259423
2012,29,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,29,"Natural","Projected","SierraCarboneraY5",1392,13,0.585633811541018,-1.73012539393127
2014,29,"Natural","Projected","SierraCarboneraY5",786,379,-0.571540048465158,3.1684308891779
2015,29,"Natural","Projected","SierraCarboneraY5",461,145,-0.533558749432558,0.195990258614497
2016,29,"Natural","Projected","SierraCarboneraY5",610,63,0.280060914170708,0.115916399860351
2017,29,"Natural","Projected","SierraCarboneraY5",138,39,-1.48620527201015,-0.158036062045039
2018,29,"Natural","Projected","SierraCarboneraY5",108,60,-0.245122458032985,-0.0743447849165666
2019,29,"Natural","Projected","SierraCarboneraY5",123,42,0.130053128248198,-0.0438065696514901
2020,29,"Natural","Projected","SierraCarboneraY5",31,6,-1.37819715088727,-0.115991412803357
2021,29,"Natural","Projected","SierraCarboneraY5",9,4,-1.23676262714893,-0.167195126397649
2022,29,"Natural","Projected","SierraCarboneraY5",2,2,-1.50407739677627,-0.166469532213706
2012,30,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,30,"Natural","Projected","SierraCarboneraY5",1347,11,0.552772147057017,-1.78944197108769
2014,30,"Natural","Projected","SierraCarboneraY5",785,370,-0.539951458627955,3.26713674848545
2015,30,"Natural","Projected","SierraCarboneraY5",535,154,-0.383416970886402,0.248876307605283
2016,30,"Natural","Projected","SierraCarboneraY5",628,69,0.160273419572192,0.0811469859115257
2017,30,"Natural","Projected","SierraCarboneraY5",155,43,-1.39911504954895,-0.175125709752935
2018,30,"Natural","Projected","SierraCarboneraY5",118,66,-0.272740492453582,-0.0827911596167786
2019,30,"Natural","Projected","SierraCarboneraY5",93,40,-0.238085131312409,-0.0927954155613608
2020,30,"Natural","Projected","SierraCarboneraY5",50,10,-0.62057648772511,-0.102990164081603
2021,30,"Natural","Projected","SierraCarboneraY5",17,6,-1.07880966137193,-0.168183161337991
2022,30,"Natural","Projected","SierraCarboneraY5",13,10,-0.268263986594679,-0.165537120257867
2012,31,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,31,"Natural","Projected","SierraCarboneraY5",1388,9,0.582756111713403,-1.75826635361924
2014,31,"Natural","Projected","SierraCarboneraY5",786,381,-0.568662348637543,3.18916579956136
2015,31,"Natural","Projected","SierraCarboneraY5",464,153,-0.527072240202951,0.234993358879036
2016,31,"Natural","Projected","SierraCarboneraY5",589,45,0.238541631425331,0.102090491772591
2017,31,"Natural","Projected","SierraCarboneraY5",177,38,-1.20227645107776,-0.169125518866076
2018,31,"Natural","Projected","SierraCarboneraY5",125,58,-0.347835995271528,-0.0329330260927726
2019,31,"Natural","Projected","SierraCarboneraY5",90,29,-0.328504066972036,-0.0969497232338555
2020,31,"Natural","Projected","SierraCarboneraY5",25,3,-1.28093384546206,-0.124397300076636
2021,31,"Natural","Projected","SierraCarboneraY5",7,2,-1.27296567581289,-0.170753227107684
2022,31,"Natural","Projected","SierraCarboneraY5",6,5,-0.154150679827258,-0.16615452851388
2012,32,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,32,"Natural","Projected","SierraCarboneraY5",1384,14,0.579870106824268,-1.76474935849732
2014,32,"Natural","Projected","SierraCarboneraY5",803,389,-0.544378422230853,3.32976250651965
2015,32,"Natural","Projected","SierraCarboneraY5",554,171,-0.371190027199478,0.179734157822272
2016,32,"Natural","Projected","SierraCarboneraY5",635,54,0.136460312145408,0.134728370550436
2017,32,"Natural","Projected","SierraCarboneraY5",168,43,-1.32966101948943,-0.16990480933579
2018,32,"Natural","Projected","SierraCarboneraY5",116,71,-0.370373788296894,-0.102121008381396
2019,32,"Natural","Projected","SierraCarboneraY5",98,49,-0.168622712435793,-0.101775387813371
2020,32,"Natural","Projected","SierraCarboneraY5",32,10,-1.11923157587085,-0.121912315393101
2021,32,"Natural","Projected","SierraCarboneraY5",9,4,-1.26851132546351,-0.163459376806562
2022,32,"Natural","Projected","SierraCarboneraY5",5,3,-0.587786664902119,-0.164189579665908
2012,33,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,33,"Natural","Projected","SierraCarboneraY5",1381,12,0.577700124055945,-1.75182510751639
2014,33,"Natural","Projected","SierraCarboneraY5",807,383,-0.537239485139343,3.13353822508548
2015,33,"Natural","Projected","SierraCarboneraY5",483,158,-0.513307014617376,0.218194607757652
2016,33,"Natural","Projected","SierraCarboneraY5",658,60,0.309188277672745,0.131078232424404
2017,33,"Natural","Projected","SierraCarboneraY5",172,40,-1.34171045451186,-0.174743257106948
2018,33,"Natural","Projected","SierraCarboneraY5",132,60,-0.264692554227082,-0.0563503832151345
2019,33,"Natural","Projected","SierraCarboneraY5",97,41,-0.308090944082988,-0.098972256547063
2020,33,"Natural","Projected","SierraCarboneraY5",46,7,-0.746069582014288,-0.107535051564774
2021,33,"Natural","Projected","SierraCarboneraY5",18,7,-0.93826963859293,-0.162626769463371
2022,33,"Natural","Projected","SierraCarboneraY5",12,9,-0.405465108108164,-0.162196501453256
2012,34,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,34,"Natural","Projected","SierraCarboneraY5",1387,13,0.582035390961485,-1.74808678540578
2014,34,"Natural","Projected","SierraCarboneraY5",798,378,-0.552789822865023,3.23463584221612
2015,34,"Natural","Projected","SierraCarboneraY5",508,159,-0.451627149871327,0.19205124097135
2016,34,"Natural","Projected","SierraCarboneraY5",583,58,0.13770573877201,0.103491553912949
2017,34,"Natural","Projected","SierraCarboneraY5",157,38,-1.31194138100218,-0.161009700331785
2018,34,"Natural","Projected","SierraCarboneraY5",106,66,-0.392806711236241,-0.0923460965084844
2019,34,"Natural","Projected","SierraCarboneraY5",79,42,-0.293991241645046,-0.120525837525489
2020,34,"Natural","Projected","SierraCarboneraY5",37,1,-0.758529939822797,-0.0938381052860691
2021,34,"Natural","Projected","SierraCarboneraY5",6,2,-1.81915844341617,-0.167979265286762
2022,34,"Natural","Projected","SierraCarboneraY5",1,1,-1.79175946922805,-0.167003144481674
2012,35,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,35,"Natural","Projected","SierraCarboneraY5",1416,22,0.602728244900318,-1.75129020512332
2014,35,"Natural","Projected","SierraCarboneraY5",817,392,-0.549952179393662,3.08787750853747
2015,35,"Natural","Projected","SierraCarboneraY5",497,160,-0.497049068763374,0.255702089871288
2016,35,"Natural","Projected","SierraCarboneraY5",606,59,0.198289959972686,0.105303866457981
2017,35,"Natural","Projected","SierraCarboneraY5",172,45,-1.25938550925586,-0.157851150581157
2018,35,"Natural","Projected","SierraCarboneraY5",110,61,-0.447014111021037,-0.0855289256842167
2019,35,"Natural","Projected","SierraCarboneraY5",83,41,-0.281639757995818,-0.0985694036682985
2020,35,"Natural","Projected","SierraCarboneraY5",26,3,-1.16074406977512,-0.106533480160526
2021,35,"Natural","Projected","SierraCarboneraY5",5,2,-1.64865862558738,-0.1696753117929
2022,35,"Natural","Projected","SierraCarboneraY5",7,3,0.336472236621213,-0.161641904798651
2012,36,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,36,"Natural","Projected","SierraCarboneraY5",1407,17,0.596352027761042,-1.7443623863148
2014,36,"Natural","Projected","SierraCarboneraY5",809,375,-0.553416140055897,3.19939900747481
2015,36,"Natural","Projected","SierraCarboneraY5",519,158,-0.443895033892603,0.268591388687499
2016,36,"Natural","Projected","SierraCarboneraY5",592,63,0.131602751718117,0.108006369827369
2017,36,"Natural","Projected","SierraCarboneraY5",157,46,-1.3272608295357,-0.171459243905402
2018,36,"Natural","Projected","SierraCarboneraY5",106,65,-0.392806711236241,-0.120234033511615
2019,36,"Natural","Projected","SierraCarboneraY5",104,47,-0.0190481949706945,-0.0626275515675323
2020,36,"Natural","Projected","SierraCarboneraY5",41,9,-0.930818832437065,-0.122746931589376
2021,36,"Natural","Projected","SierraCarboneraY5",7,4,-1.76766191764899,-0.169585077580909
2022,36,"Natural","Projected","SierraCarboneraY5",6,5,-0.154150679827258,-0.168339571234164
2012,37,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,37,"Natural","Projected","SierraCarboneraY5",1319,10,0.531766123363968,-1.79669039981252
2014,37,"Natural","Projected","SierraCarboneraY5",776,366,-0.530476632534096,3.18541799311607
2015,37,"Natural","Projected","SierraCarboneraY5",435,134,-0.578806489094535,0.233656319287475
2016,37,"Natural","Projected","SierraCarboneraY5",578,58,0.284227837583693,0.0733892008681283
2017,37,"Natural","Projected","SierraCarboneraY5",148,34,-1.36236159490826,-0.153050257698698
2018,37,"Natural","Projected","SierraCarboneraY5",79,50,-0.627764421297094,-0.110914046642545
2019,37,"Natural","Projected","SierraCarboneraY5",52,33,-0.418204133885594,-0.134028746679578
2020,37,"Natural","Projected","SierraCarboneraY5",21,5,-0.906721280858004,-0.129076253634141
2021,37,"Natural","Projected","SierraCarboneraY5",7,2,-1.09861228866811,-0.169096064044783
2022,37,"Natural","Projected","SierraCarboneraY5",5,4,-0.336472236621213,-0.167243509479936
2012,38,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,38,"Natural","Projected","SierraCarboneraY5",1367,12,0.567510807370603,-1.79333844136682
2014,38,"Natural","Projected","SierraCarboneraY5",768,371,-0.576584103576277,3.2094393608474
2015,38,"Natural","Projected","SierraCarboneraY5",461,141,-0.510391690151024,0.217307257678215
2016,38,"Natural","Projected","SierraCarboneraY5",587,52,0.241626776831448,0.111549868301574
2017,38,"Natural","Projected","SierraCarboneraY5",164,34,-1.2751583920039,-0.174757922891491
2018,38,"Natural","Projected","SierraCarboneraY5",106,60,-0.436427333712131,-0.102785640461866
2019,38,"Natural","Projected","SierraCarboneraY5",83,36,-0.244598486315469,-0.107688040751334
2020,38,"Natural","Projected","SierraCarboneraY5",30,5,-1.01764322613444,-0.111761174917696
2021,38,"Natural","Projected","SierraCarboneraY5",6,1,-1.6094379124341,-0.169287400293595
2022,38,"Natural","Projected","SierraCarboneraY5",3,3,-0.693147180559945,-0.171580072203469
2012,39,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,39,"Natural","Projected","SierraCarboneraY5",1403,9,0.593505050749114,-1.74808678540578
2014,39,"Natural","Projected","SierraCarboneraY5",814,380,-0.544407714099921,3.22998657908959
2015,39,"Natural","Projected","SierraCarboneraY5",452,154,-0.588278186170309,0.197237314590697
2016,39,"Natural","Projected","SierraCarboneraY5",631,73,0.333623682708982,0.0352417422478957
2017,39,"Natural","Projected","SierraCarboneraY5",159,44,-1.37840166032098,-0.155926549933433
2018,39,"Natural","Projected","SierraCarboneraY5",120,59,-0.281412459438185,-0.0577526049214639
2019,39,"Natural","Projected","SierraCarboneraY5",93,36,-0.25489224962879,-0.107906774426544
2020,39,"Natural","Projected","SierraCarboneraY5",30,8,-1.1314021114911,-0.122771715339159
2021,39,"Natural","Projected","SierraCarboneraY5",6,1,-1.6094379124341,-0.166009752555923
2022,39,"Natural","Projected","SierraCarboneraY5",4,3,-0.405465108108164,-0.167308662519905
2012,40,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,40,"Natural","Projected","SierraCarboneraY5",1401,7,0.59207851698366,-1.73906576376263
2014,40,"Natural","Projected","SierraCarboneraY5",789,358,-0.574175225491133,3.23374622126439
2015,40,"Natural","Projected","SierraCarboneraY5",453,154,-0.55487419536284,0.201654362880307
2016,40,"Natural","Projected","SierraCarboneraY5",589,69,0.262534058168553,0.0341414575520589
2017,40,"Natural","Projected","SierraCarboneraY5",158,45,-1.31583115062462,-0.169643859947018
2018,40,"Natural","Projected","SierraCarboneraY5",125,64,-0.234281295724666,-0.0671100743242374
2019,40,"Natural","Projected","SierraCarboneraY5",95,49,-0.27443684570176,-0.120224122212665
2020,40,"Natural","Projected","SierraCarboneraY5",38,8,-0.916290731874155,-0.0874216544455105
2021,40,"Natural","Projected","SierraCarboneraY5",16,6,-0.864997437486605,-0.162292652730154
2022,40,"Natural","Projected","SierraCarboneraY5",5,4,-1.16315080980568,-0.168450960992335
2012,41,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,41,"Natural","Projected","SierraCarboneraY5",1356,9,0.559431439146994,-1.76366593477271
2014,41,"Natural","Projected","SierraCarboneraY5",799,376,-0.528933522734066,3.2391560603119
2015,41,"Natural","Projected","SierraCarboneraY5",517,161,-0.435318071257845,0.229890544474675
2016,41,"Natural","Projected","SierraCarboneraY5",595,57,0.140518531037201,0.126773788427518
2017,41,"Natural","Projected","SierraCarboneraY5",164,40,-1.28869497772143,-0.162269911914536
2018,41,"Natural","Projected","SierraCarboneraY5",100,65,-0.494696241836107,-0.101694086470087
2019,41,"Natural","Projected","SierraCarboneraY5",81,39,-0.210721031315653,-0.107990334829399
2020,41,"Natural","Projected","SierraCarboneraY5",20,7,-1.39871688111845,-0.123295876191108
2021,41,"Natural","Projected","SierraCarboneraY5",6,3,-1.20397280432594,-0.165895760714597
2022,41,"Natural","Projected","SierraCarboneraY5",6,4,0,-0.162221064644979
2012,42,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,42,"Natural","Projected","SierraCarboneraY5",1342,15,0.54905328817828,-1.76204299689958
2014,42,"Natural","Projected","SierraCarboneraY5",785,382,-0.536232599749219,3.20450275513512
2015,42,"Natural","Projected","SierraCarboneraY5",439,136,-0.581184304707237,0.17933765482437
2016,42,"Natural","Projected","SierraCarboneraY5",532,55,0.192144076266473,0.0972167104554608
2017,42,"Natural","Projected","SierraCarboneraY5",151,35,-1.25936365252672,-0.159839385351657
2018,42,"Natural","Projected","SierraCarboneraY5",103,61,-0.382550848585288,-0.0906697550666
2019,42,"Natural","Projected","SierraCarboneraY5",76,38,-0.303995647943305,-0.108707064667666
2020,42,"Natural","Projected","SierraCarboneraY5",34,6,-0.80437281567017,-0.123652201836079
2021,42,"Natural","Projected","SierraCarboneraY5",8,4,-1.44691898293633,-0.161769068377179
2022,42,"Natural","Projected","SierraCarboneraY5",8,4,0,-0.155990665118911
2012,43,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,43,"Natural","Projected","SierraCarboneraY5",1383,7,0.579147302311411,-1.74648891555848
2014,43,"Natural","Projected","SierraCarboneraY5",804,375,-0.542411062485792,3.18265560838018
2015,43,"Natural","Projected","SierraCarboneraY5",507,159,-0.461088265587783,0.15977921840989
2016,43,"Natural","Projected","SierraCarboneraY5",629,48,0.215620253109257,0.145163196053989
2017,43,"Natural","Projected","SierraCarboneraY5",165,28,-1.33818578279986,-0.170831770601905
2018,43,"Natural","Projected","SierraCarboneraY5",124,57,-0.285663908295544,-0.0459374251491905
2019,43,"Natural","Projected","SierraCarboneraY5",106,36,-0.15684247149297,-0.0620302171252377
2020,43,"Natural","Projected","SierraCarboneraY5",38,7,-1.02585293438568,-0.114375164207866
2021,43,"Natural","Projected","SierraCarboneraY5",10,3,-1.33500106673234,-0.171530861485272
2022,43,"Natural","Projected","SierraCarboneraY5",14,7,0.336472236621213,-0.14459903727598
2012,44,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,44,"Natural","Projected","SierraCarboneraY5",1353,10,0.557216598817441,-1.7663766981567
2014,44,"Natural","Projected","SierraCarboneraY5",770,371,-0.563689113323058,3.20307300525505
2015,44,"Natural","Projected","SierraCarboneraY5",451,141,-0.534923175345051,0.173353946818752
2016,44,"Natural","Projected","SierraCarboneraY5",625,54,0.326284310233723,0.158803867719602
2017,44,"Natural","Projected","SierraCarboneraY5",177,37,-1.26160191716257,-0.162129864635383
2018,44,"Natural","Projected","SierraCarboneraY5",118,65,-0.405465108108164,-0.0713900333105193
2019,44,"Natural","Projected","SierraCarboneraY5",84,40,-0.339867825622351,-0.133545670730618
2020,44,"Natural","Projected","SierraCarboneraY5",27,7,-1.13497993283898,-0.129294450037253
2021,44,"Natural","Projected","SierraCarboneraY5",6,2,-1.50407739677627,-0.166484646914378
2022,44,"Natural","Projected","SierraCarboneraY5",4,2,-0.405465108108164,-0.163576198318728
2012,45,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,45,"Natural","Projected","SierraCarboneraY5",1375,15,0.573345980747325,-1.77839213490111
2014,45,"Natural","Projected","SierraCarboneraY5",803,383,-0.53785429615391,3.19896462024915
2015,45,"Natural","Projected","SierraCarboneraY5",462,172,-0.552789822865023,0.245513269771472
2016,45,"Natural","Projected","SierraCarboneraY5",568,49,0.206556527639412,0.095716688735185
2017,45,"Natural","Projected","SierraCarboneraY5",160,32,-1.26694760348732,-0.168361878983627
2018,45,"Natural","Projected","SierraCarboneraY5",111,58,-0.365643613921493,-0.101428443328175
2019,45,"Natural","Projected","SierraCarboneraY5",89,38,-0.220893831580194,-0.110881883648965
2020,45,"Natural","Projected","SierraCarboneraY5",32,14,-1.02290046693241,-0.132472469097725
2021,45,"Natural","Projected","SierraCarboneraY5",11,4,-1.06784063000136,-0.159119783359282
2022,45,"Natural","Projected","SierraCarboneraY5",6,5,-0.606135803570316,-0.164138056497157
2012,46,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,46,"Natural","Projected","SierraCarboneraY5",1394,12,0.587069561967122,-1.74915345217358
2014,46,"Natural","Projected","SierraCarboneraY5",828,378,-0.520919436935209,3.23637391749826
